Added organizer a,2020-05-26 at 08:01:19 EEST
Login Organizer a,2020-05-26 at 08:01:20 EEST
Login Organizer a,2020-05-26 at 08:01:26 EEST
Created Music event b,2020-05-26 at 08:01:44 EEST
Cancel Event b,2020-05-26 at 08:01:55 EEST
Deleted Organizer a,2020-05-26 at 08:01:58 EEST
Login Client client_a,2020-05-30 at 22:05:03 EEST
Login Client client_a,2020-05-31 at 10:47:24 EEST
Update Client client_a,2020-05-31 at 10:48:01 EEST
Update client client_a,2020-05-31 at 10:48:01 EEST
Login Client client_a,2020-06-02 at 10:22:42 EEST
Added client a,2020-06-02 at 10:29:19 EEST
Added organizer a,2020-06-02 at 10:29:35 EEST
Login Client a,2020-06-02 at 10:29:50 EEST
Update client a,2020-06-02 at 10:29:59 EEST
Login Organizer a,2020-06-02 at 10:30:19 EEST
Created Music event a,2020-06-02 at 10:30:45 EEST
Updated Music event a,2020-06-02 at 10:31:02 EEST
Added client a,2020-06-02 at 10:31:49 EEST
Login Client a,2020-06-02 at 10:31:51 EEST
Update client a,2020-06-02 at 10:31:53 EEST
Login Client a,2020-06-02 at 10:32:51 EEST
Update client a,2020-06-02 at 10:32:53 EEST
Login Client a,2020-06-02 at 10:33:48 EEST
Update client a,2020-06-02 at 10:33:50 EEST
Login Client a,2020-06-02 at 10:34:17 EEST
Update client a,2020-06-02 at 10:34:19 EEST
Login Client a,2020-06-02 at 10:35:31 EEST
Update client a,2020-06-02 at 10:35:33 EEST
Login Client a,2020-06-02 at 10:36:03 EEST
Update client a,2020-06-02 at 10:36:05 EEST
Added client b,2020-06-02 at 10:38:38 EEST
Login Client a,2020-06-02 at 10:38:41 EEST
Update client a,2020-06-02 at 10:38:55 EEST
Login Client b,2020-06-02 at 10:39:04 EEST
Added organizer a,2020-06-02 at 10:39:16 EEST
Login Organizer a,2020-06-02 at 10:39:19 EEST
Created Music event a,2020-06-02 at 10:39:35 EEST
Updated Music event b,2020-06-02 at 10:39:42 EEST
Cancel Event b,2020-06-02 at 10:39:46 EEST
Login Client client_a,2020-06-02 at 10:45:32 EEST
Sold Ticket O -1929639571,2020-06-02 at 10:46:14 EEST
Login Client client_a,2020-06-02 at 10:51:54 EEST
Sold Ticket O -1455843090,2020-06-02 at 10:51:58 EEST
Sold Ticket O -1676616757,2020-06-02 at 10:51:59 EEST
Cancel Ticket O -1676616757,2020-06-02 at 10:52:03 EEST
Cancel Ticket O -1455843090,2020-06-02 at 10:52:06 EEST
Sold Ticket Se-323859301,2020-06-02 at 10:52:11 EEST
Sold Ticket Su-690105323,2020-06-02 at 10:52:13 EEST
Sold Ticket Su-653496059,2020-06-02 at 10:52:15 EEST
Sold Ticket Bu-1761232830,2020-06-02 at 10:52:16 EEST
Sold Ticket La-1301378848,2020-06-02 at 10:52:20 EEST
Cancel Ticket Su-653496059,2020-06-02 at 10:52:28 EEST
Cancel Ticket Bu-1761232830,2020-06-02 at 10:52:29 EEST
Cancel Ticket La-1301378848,2020-06-02 at 10:52:33 EEST
Login Client client_a,2020-06-02 at 10:58:11 EEST
